date_time,bs_410nm,bs_435nm,bs_460nm,bs_485nm,bs_510nm,bs_535nm,bs_560nm,bs_585nm,bs_610nm,bs_645nm,bs_680nm,bs_705nm,bs_730nm,bs_760nm,bs_810nm,bs_860nm,bs_900nm,bs_940nm,tx_410nm,tx_435nm,tx_460nm,tx_485nm,tx_510nm,tx_535nm,tx_560nm,tx_585nm,tx_610nm,tx_645nm,tx_680nm,tx_705nm,tx_730nm,tx_760nm,tx_810nm,tx_860nm,tx_900nm,tx_940nm
2024-07-08 16:58,87.526,262.73199999999997,927.3040000000001,180.3,341.04200000000003,567.3820000000001,120.30799999999999,152.50799999999998,921.7059999999999,135.60999999999999,282.298,55.812,116.758,78.414,209.35,475.13800000000003,135.252,61.910000000000004,234.93200000000002,160.314,434.12399999999997,293.722,394.414,448.41400000000004,3984.578,1731.31,4413.51,573.746,346.07399999999996,752.99,158.448,203.796,469.43999999999994,467.31000000000006,210.39000000000001,107.05
2024-07-08 17:03,87.68199999999999,261.154,933.0020000000001,179.308,342.242,564.044,120.22,152.506,922.78,135.682,283.11800000000005,55.882000000000005,116.30799999999999,78.414,209.51399999999998,478.1139999999999,134.916,61.910000000000004,234.11399999999998,160.314,432.81800000000004,294.246,392.59399999999994,447.1,3958.014,1715.0439999999999,4422.782,572.022,345.642,749.552,157.99,204.63,468.73199999999997,471.04200000000003,210.79000000000002,106.86000000000001
2024-07-08 17:08,87.73666666666666,260.56333333333333,925.59,177.88,341.34,561.2133333333334,120.13666666666666,152.32000000000002,919.7766666666666,135.29666666666665,282.57,55.55666666666667,115.65333333333335,78.25,214.90666666666667,487.45666666666665,135.51333333333335,61.62,233.73,160.1833333333333,433.56333333333333,292.9066666666667,393.3033333333333,446.6133333333334,3949.653333333333,1714.11,4472.54,572.34,345.2833333333333,749.7933333333334,158.24333333333334,205.85333333333335,472.5733333333333,475.31666666666666,211.01,106.79666666666667
2024-07-08 17:09,86.43,261.55,940.445,181.04,341.715,563.415,120.56,153.19,922.995,136.07999999999998,282.4,56.02,115.78,78.25,201.015,467.81,134.3,62.78,234.28,160.01999999999998,437.76,295.825,395.33,445.275,3941.635,1707.475,4428.4349999999995,575.85,343.49,752.81,157.61,202.79,466.075,464.63,209.46,106.95500000000001
2024-07-08 17:14,86.9,261.548,922.894,179.474,338.8,564.6,119.796,152.102,921.7059999999999,135.25,281.684,55.742000000000004,116.458,78.25,210.496,475.7780000000001,135.14000000000001,61.910000000000004,230.836,159.922,434.87399999999997,294.42199999999997,394.418,447.392,3959.844,1719.868,4445.852000000001,569.53,344.35,750.274,158.446,204.464,468.73400000000004,469.642,210.526,106.86000000000001
2024-07-08 17:19,86.426,261.546,926.756,179.472,339.994,564.6,119.88199999999999,152.022,919.5619999999999,135.322,281.886,55.672000000000004,116.30799999999999,78.414,210.494,476.838,135.252,61.910000000000004,230.50799999999998,158.93800000000002,433.564,292.496,392.9,445.784,3939.464,1709.098,4426.628,571.35,344.996,746.742,157.686,204.128,468.73199999999997,469.64,210.392,106.67
2024-07-08 17:24,85.644,259.77,930.9799999999999,178.648,340.742,560.284,119.796,152.022,919.564,135.106,281.88800000000003,55.742000000000004,115.70599999999999,78.25,209.84,480.024,135.252,61.910000000000004,228.704,159.134,433.192,293.022,392.13800000000003,444.76000000000005,3948.626,1713.9239999999998,4399.4839999999995,570.394,343.274,750.092,157.23,204.13,466.96000000000004,468.70799999999997,209.462,106.86000000000001
2024-07-08 17:30,85.8,261.35,921.606,179.144,338.05,564.182,119.452,151.698,917.4200000000001,135.03400000000002,280.04200000000003,55.672000000000004,115.856,78.25,210.66,476.412,135.14000000000001,61.910000000000004,228.05,158.93599999999998,435.058,293.02,392.896,445.93199999999996,3964.996,1720.878,4377.776,571.254,341.11800000000005,748.9159999999999,156.922,204.294,464.658,469.87399999999997,209.72799999999998,106.67
2024-07-08 17:35,85.33,260.562,927.858,178.65,339.548,562.0939999999999,119.626,151.78,917.4200000000001,134.962,282.092,55.604,115.554,78.25,210.658,478.962,135.02800000000002,61.736000000000004,225.43,159.134,434.312,293.196,392.746,446.662,3933.968,1712.2419999999997,4371.442,570.87,343.27200000000005,747.0139999999999,157.072,204.294,464.302,467.076,209.996,107.05
2024-07-08 17:40,85.172,259.37399999999997,930.6139999999999,178.484,340.294,558.754,119.454,151.778,916.7760000000001,135.178,282.092,55.465999999999994,115.70599999999999,78.25,210.494,481.51000000000005,135.14000000000001,61.910000000000004,227.394,159.134,434.49799999999993,293.546,392.442,445.346,3940.2660000000005,1710.4419999999998,4388.404,570.874,342.628,748.192,156.922,203.794,465.18999999999994,468.938,209.464,106.47999999999999
2024-07-08 17:45,87.21,257.6,899.56,174.03,337.6,554.72,118.85,150.57,909.06,133.73,278.81,54.99,114.65,78.25,241.06,521.44,138.5,61.04,229.36,158.54,428.9,287.94,391.53,444.91,3906.15,1694.85,4396.77,562.92,343.49,734.25,157.99,206.97,474.05,485.03,212.78,106.48
2024-07-08 17:46,84.86,260.56,931.9475,180.2175,339.2875,560.98,119.925,151.98000000000002,920.315,135.54,281.8875,55.67,115.97,78.25,203.0575,469.4025,134.44,61.91,225.47,158.5425,431.935,292.97749999999996,389.8225,441.8,3915.8775,1698.5,4362.5650000000005,568.5475,343.4875,747.605,156.4625,202.58499999999998,463.86249999999995,465.5025,208.965,106.48
2024-07-08 17:51,84.856,260.758,926.0200000000001,178.81199999999998,339.248,561.12,119.452,151.7,919.348,135.034,281.476,55.536,115.70599999999999,78.25,210.66,479.174,135.252,61.736000000000004,225.26799999999997,158.74,434.872,293.544,394.264,445.494,3913.704,1696.8740000000003,4368.5019999999995,568.9559999999999,342.62600000000003,744.3,156.768,204.296,465.36800000000005,469.408,209.862,106.29
2024-07-08 17:56,84.542,258.98199999999997,923.9979999999999,177.99,338.648,557.0799999999999,119.454,151.698,917.4219999999999,134.818,281.27200000000005,55.465999999999994,115.404,78.086,210.66,481.512,135.14000000000001,61.736000000000004,224.93800000000002,157.95,432.26000000000005,291.972,390.46999999999997,442.276,3899.9620000000004,1692.048,4384.334,568.378,341.982,745.926,156.464,204.63000000000002,464.48,468.70799999999997,209.2,106.47999999999999
